transaction_id,customer_id,product_id,quantity,transaction_date,branch
2001,387,8,2,2025-08-25 03:40:48,Cairo
2002,1627,64,5,2025-08-24 11:34:22,Aswan
2003,1019,63,4,2025-08-24 06:49:26,Giza
2004,476,91,5,2025-08-25 22:01:49,Alexandria
2005,1447,88,4,2025-08-23 22:06:44,Aswan
2006,1043,48,2,2025-08-23 22:09:03,Luxor
2007,1708,8,4,2025-08-26 04:45:52,Giza
2008,151,73,2,2025-08-25 06:32:26,Alexandria
2009,1927,39,5,2025-08-26 10:32:34,Cairo
2010,1084,88,3,2025-08-24 13:13:38,Aswan
2011,872,86,4,2025-08-23 23:09:43,Aswan
2012,1987,61,3,2025-08-24 09:50:18,Aswan
2013,430,86,4,2025-08-23 22:45:05,Giza
2014,1074,88,1,2025-08-26 01:22:37,Alexandria
2015,1789,46,1,2025-08-25 09:24:54,Cairo
2016,1583,36,2,2025-08-26 14:19:40,Aswan
2017,1378,99,1,2025-08-25 08:16:29,Luxor
2018,578,6,1,2025-08-24 19:09:57,Giza
2019,602,24,3,2025-08-24 14:46:53,Alexandria
2020,351,52,4,2025-08-24 13:23:28,Luxor
2021,1117,40,1,2025-08-26 02:10:15,Alexandria
2022,1803,65,5,2025-08-25 05:08:25,Aswan
2023,591,100,1,2025-08-24 07:07:56,Aswan
2024,1449,99,2,2025-08-24 17:57:25,Cairo
2025,455,25,4,2025-08-24 13:25:28,Luxor
2026,1274,2,2,2025-08-24 22:30:46,Cairo
2027,980,77,3,2025-08-24 22:14:13,Cairo
2028,461,71,4,2025-08-25 01:46:34,Cairo
2029,1732,96,5,2025-08-24 13:33:01,Giza
2030,92,22,3,2025-08-25 20:56:01,Luxor
2031,1791,50,3,2025-08-25 14:45:41,Luxor
2032,802,78,3,2025-08-25 22:34:36,Giza
2033,1076,94,1,2025-08-25 02:48:47,Alexandria
2034,1733,35,3,2025-08-25 12:56:47,Giza
2035,439,49,3,2025-08-24 00:03:32,Alexandria
2036,464,15,3,2025-08-26 07:48:02,Aswan
2037,1609,75,2,2025-08-24 04:03:54,Luxor
2038,1249,8,5,2025-08-24 01:01:14,Cairo
2039,1571,95,3,2025-08-25 01:43:56,Cairo
2040,210,62,5,2025-08-26 15:07:31,Aswan
2041,1341,13,1,2025-08-25 22:47:37,Alexandria
2042,207,93,3,2025-08-24 09:42:20,Alexandria
2043,1263,36,5,2025-08-25 20:02:16,Cairo
2044,247,97,2,2025-08-26 19:44:21,Alexandria
2045,1685,52,5,2025-08-24 12:28:00,Luxor
2046,909,70,4,2025-08-26 11:29:41,Giza
2047,1601,2,3,2025-08-25 02:43:53,Alexandria
2048,1203,81,3,2025-08-26 12:59:30,Luxor
2049,1851,1,2,2025-08-24 00:30:56,Alexandria
2050,247,29,4,2025-08-24 05:41:52,Alexandria
2051,73,78,4,2025-08-24 04:11:49,Aswan
2052,1116,90,5,2025-08-24 01:27:18,Alexandria
2053,740,63,1,2025-08-26 11:26:18,Luxor
2054,556,88,5,2025-08-26 10:42:09,Cairo
2055,535,29,5,2025-08-24 11:16:12,Luxor
2056,1916,62,1,2025-08-26 03:56:53,Giza
2057,993,35,5,2025-08-26 07:11:59,Cairo
2058,374,24,2,2025-08-25 19:04:58,Alexandria
2059,49,77,3,2025-08-25 09:56:03,Giza
2060,1908,85,5,2025-08-24 08:31:30,Alexandria
2061,1565,9,1,2025-08-24 16:40:04,Aswan
2062,1486,83,4,2025-08-25 00:55:28,Giza
2063,488,81,5,2025-08-25 16:35:33,Cairo
2064,1768,45,5,2025-08-24 01:48:22,Alexandria
2065,575,54,3,2025-08-26 09:59:58,Aswan
2066,1822,65,5,2025-08-24 00:33:20,Aswan
2067,1516,19,5,2025-08-24 06:51:10,Cairo
2068,1237,79,3,2025-08-24 18:18:28,Alexandria
2069,1385,1,1,2025-08-24 22:59:18,Cairo
2070,1125,73,2,2025-08-26 03:10:24,Cairo
2071,1220,69,2,2025-08-24 09:48:05,Cairo
2072,1168,77,4,2025-08-26 09:37:51,Luxor
2073,934,14,5,2025-08-25 20:59:51,Cairo
2074,1442,32,3,2025-08-26 17:31:12,Giza
2075,1684,33,4,2025-08-26 14:00:11,Aswan
2076,282,82,2,2025-08-25 00:26:55,Aswan
2077,708,81,4,2025-08-26 03:54:32,Luxor
2078,1676,87,5,2025-08-24 08:16:28,Giza
2079,1414,87,2,2025-08-26 15:49:58,Giza
2080,1721,24,1,2025-08-24 14:50:25,Luxor
2081,43,95,3,2025-08-25 01:08:51,Giza
2082,770,89,2,2025-08-26 16:49:11,Cairo
2083,44,61,1,2025-08-26 16:27:32,Aswan
2084,475,34,1,2025-08-26 17:15:03,Aswan
2085,367,92,1,2025-08-25 13:32:09,Luxor
2086,605,81,2,2025-08-24 09:59:23,Cairo
2087,384,71,5,2025-08-25 07:34:58,Giza
2088,1675,11,1,2025-08-24 19:42:50,Cairo
2089,1312,92,5,2025-08-25 18:11:42,Aswan
2090,338,50,4,2025-08-26 06:06:49,Cairo
2091,1578,2,5,2025-08-23 23:38:07,Luxor
2092,602,93,3,2025-08-24 06:35:10,Cairo
2093,507,12,1,2025-08-25 10:12:26,Alexandria
2094,1234,98,2,2025-08-24 13:45:31,Aswan
2095,290,35,1,2025-08-26 12:15:54,Luxor
2096,1800,30,4,2025-08-23 20:51:09,Luxor
2097,1250,5,3,2025-08-25 18:14:32,Aswan
2098,1047,38,4,2025-08-25 19:13:32,Alexandria
2099,57,60,3,2025-08-26 00:28:53,Alexandria
2100,1971,6,1,2025-08-26 19:16:01,Aswan
2101,1978,34,3,2025-08-24 06:01:40,Giza
2102,274,31,2,2025-08-25 21:14:31,Cairo
2103,1286,89,5,2025-08-24 12:51:43,Aswan
2104,646,98,3,2025-08-25 10:06:36,Luxor
2105,36,73,2,2025-08-26 17:49:22,Alexandria
2106,202,20,1,2025-08-24 22:22:15,Luxor
2107,1422,45,1,2025-08-25 16:39:24,Aswan
2108,668,28,1,2025-08-26 01:12:00,Cairo
2109,1169,53,4,2025-08-25 07:55:56,Luxor
2110,1683,71,1,2025-08-23 20:26:39,Giza
2111,466,41,3,2025-08-25 20:32:53,Aswan
2112,1449,37,2,2025-08-24 03:52:19,Alexandria
2113,863,12,5,2025-08-25 05:33:32,Alexandria
2114,1413,13,1,2025-08-24 13:22:34,Alexandria
2115,225,30,2,2025-08-26 18:12:51,Aswan
