transaction_id,customer_id,product_id,quantity,transaction_date,branch
1,1987,85,5,2025-08-24 18:48:53,Cairo
2,1889,1,4,2025-08-24 09:47:26,Aswan
3,623,8,5,2025-08-24 10:08:36,Giza
4,1707,87,4,2025-08-26 11:28:45,Giza
5,322,9,3,2025-08-26 05:17:39,Cairo
6,1374,65,2,2025-08-26 04:41:56,Luxor
7,1909,84,1,2025-08-24 22:23:17,Giza
8,293,65,1,2025-08-24 23:03:03,Aswan
9,435,29,1,2025-08-24 01:36:01,Alexandria
10,1135,70,5,2025-08-24 01:37:55,Alexandria
11,558,19,5,2025-08-25 15:35:33,Luxor
12,364,42,4,2025-08-25 16:39:49,Cairo
13,1572,29,1,2025-08-24 15:50:10,Giza
14,45,84,3,2025-08-25 07:51:12,Aswan
15,320,86,4,2025-08-26 12:18:38,Cairo
16,1862,100,4,2025-08-24 00:06:26,Luxor
17,1797,17,4,2025-08-25 14:55:04,Luxor
18,369,41,5,2025-08-25 11:21:01,Cairo
19,1127,33,2,2025-08-24 11:31:53,Cairo
20,306,9,1,2025-08-26 14:10:00,Alexandria
21,1806,76,5,2025-08-26 09:53:11,Luxor
22,1303,84,1,2025-08-24 09:03:19,Alexandria
23,562,71,1,2025-08-23 23:48:02,Cairo
24,1770,32,3,2025-08-26 09:35:38,Giza
25,1342,81,3,2025-08-24 07:03:44,Luxor
26,1567,42,2,2025-08-25 01:44:04,Luxor
27,1262,30,3,2025-08-25 18:28:39,Cairo
28,950,84,2,2025-08-25 02:48:59,Cairo
29,1920,27,3,2025-08-25 13:24:50,Giza
30,618,43,4,2025-08-24 13:11:52,Aswan
31,754,21,4,2025-08-26 10:58:02,Alexandria
32,1972,30,3,2025-08-25 12:39:40,Aswan
33,612,21,3,2025-08-24 12:53:51,Giza
34,450,69,4,2025-08-24 22:57:49,Giza
35,1558,42,4,2025-08-26 06:30:01,Giza
36,1887,23,2,2025-08-24 08:32:06,Alexandria
37,1400,64,2,2025-08-25 14:29:48,Aswan
38,1323,57,4,2025-08-26 05:08:28,Aswan
39,1445,5,1,2025-08-24 20:00:05,Cairo
40,961,99,3,2025-08-26 07:27:57,Aswan
41,1590,42,5,2025-08-24 17:57:46,Luxor
42,1607,60,5,2025-08-25 00:35:09,Alexandria
43,1474,13,1,2025-08-25 00:07:02,Aswan
44,1487,26,2,2025-08-23 23:15:49,Cairo
45,1283,40,5,2025-08-25 13:20:13,Cairo
46,1337,19,4,2025-08-24 01:36:49,Cairo
47,847,26,2,2025-08-24 18:49:29,Alexandria
48,1158,21,4,2025-08-25 05:36:02,Cairo
49,629,79,4,2025-08-26 17:13:27,Luxor
50,1934,24,4,2025-08-26 19:51:44,Aswan
51,1802,35,5,2025-08-24 06:24:26,Aswan
52,829,75,1,2025-08-25 18:39:29,Aswan
53,1689,41,5,2025-08-24 19:11:50,Luxor
54,1189,54,5,2025-08-24 14:31:49,Cairo
55,1211,46,2,2025-08-26 14:42:18,Aswan
56,1268,75,4,2025-08-25 16:57:59,Luxor
57,731,44,4,2025-08-24 05:46:51,Aswan
58,774,67,1,2025-08-24 16:49:47,Giza
59,1257,85,1,2025-08-25 17:19:37,Cairo
60,644,29,3,2025-08-25 16:01:26,Giza
61,1232,7,5,2025-08-24 14:12:50,Alexandria
62,282,43,2,2025-08-25 22:53:04,Cairo
63,897,51,3,2025-08-26 19:13:12,Giza
64,440,16,2,2025-08-25 04:00:59,Aswan
65,1807,37,2,2025-08-24 07:12:54,Cairo
66,1695,22,3,2025-08-24 17:57:44,Giza
67,105,100,1,2025-08-25 11:00:30,Aswan
68,227,91,2,2025-08-24 18:59:19,Cairo
69,706,59,2,2025-08-26 17:14:31,Giza
70,1949,89,4,2025-08-25 00:05:20,Cairo
71,520,26,4,2025-08-24 12:07:53,Luxor
72,590,97,3,2025-08-24 01:40:29,Giza
73,1343,4,4,2025-08-25 03:44:06,Alexandria
74,1618,65,1,2025-08-23 22:15:48,Luxor
75,950,41,4,2025-08-25 19:46:34,Cairo
76,1059,47,4,2025-08-26 19:43:38,Giza
77,360,95,3,2025-08-26 07:24:05,Aswan
78,192,35,5,2025-08-25 22:54:52,Cairo
79,1407,6,5,2025-08-25 16:21:14,Alexandria
80,5,99,5,2025-08-25 02:09:44,Giza
81,411,71,4,2025-08-24 23:07:07,Cairo
82,659,7,1,2025-08-26 15:08:36,Alexandria
83,248,4,1,2025-08-25 12:15:53,Luxor
84,820,31,2,2025-08-26 01:52:07,Cairo
85,1937,60,2,2025-08-24 00:40:00,Cairo
86,1763,61,3,2025-08-25 02:50:04,Giza
87,595,65,5,2025-08-24 13:51:17,Cairo
88,1477,25,1,2025-08-24 03:14:26,Cairo
89,606,16,2,2025-08-26 00:58:06,Giza
90,1073,25,1,2025-08-24 12:35:54,Aswan
91,1689,85,1,2025-08-24 02:39:02,Luxor
92,219,64,1,2025-08-26 19:59:25,Cairo
93,556,25,3,2025-08-25 21:28:17,Cairo
94,640,2,3,2025-08-24 01:51:26,Giza
95,1685,92,2,2025-08-25 05:53:03,Luxor
96,170,55,4,2025-08-24 16:45:43,Giza
97,1201,34,2,2025-08-26 07:11:24,Alexandria
98,1332,99,5,2025-08-25 23:56:18,Aswan
99,1054,2,2,2025-08-25 21:47:18,Giza
100,454,17,1,2025-08-25 12:51:06,Aswan
101,737,10,1,2025-08-25 19:34:18,Luxor
102,256,35,1,2025-08-26 12:00:30,Cairo
103,1390,81,4,2025-08-24 12:03:16,Alexandria
104,1995,76,5,2025-08-25 01:07:46,Alexandria
105,1796,16,5,2025-08-23 20:53:45,Luxor
106,300,60,2,2025-08-24 03:45:38,Aswan
107,1422,66,1,2025-08-25 17:02:40,Alexandria
108,155,74,5,2025-08-24 05:50:24,Alexandria
109,305,3,2,2025-08-23 21:48:53,Aswan
110,1498,14,2,2025-08-24 08:07:33,Aswan
111,1695,63,4,2025-08-24 10:38:44,Giza
112,827,89,3,2025-08-24 16:38:06,Aswan
113,1535,5,3,2025-08-24 05:00:11,Aswan
114,205,20,2,2025-08-25 10:54:50,Aswan
115,1754,79,4,2025-08-23 20:24:12,Alexandria
116,1438,53,5,2025-08-25 19:27:59,Luxor
117,1865,86,1,2025-08-26 19:36:11,Giza
118,996,60,5,2025-08-25 03:01:44,Giza
119,15,92,2,2025-08-25 01:49:29,Giza
120,732,26,2,2025-08-25 12:22:18,Luxor
121,133,3,4,2025-08-25 22:59:16,Alexandria
122,913,59,5,2025-08-26 19:45:55,Giza
123,1649,39,4,2025-08-24 07:10:22,Giza
124,656,61,4,2025-08-24 23:57:02,Giza
125,1857,17,1,2025-08-26 12:00:14,Giza
126,1039,96,5,2025-08-24 14:22:33,Cairo
127,1705,58,5,2025-08-26 18:59:09,Giza
128,53,88,4,2025-08-26 07:33:46,Luxor
129,983,26,2,2025-08-25 17:28:06,Luxor
130,889,58,4,2025-08-25 08:38:34,Luxor
131,1620,15,4,2025-08-26 19:10:02,Alexandria
132,733,34,3,2025-08-24 18:48:33,Cairo
133,1198,100,5,2025-08-24 05:19:05,Alexandria
134,80,65,1,2025-08-24 09:52:00,Luxor
135,479,36,3,2025-08-25 18:06:52,Luxor
136,1188,51,5,2025-08-26 19:14:58,Aswan
137,1335,43,2,2025-08-24 05:10:17,Luxor
138,625,87,3,2025-08-26 02:00:52,Cairo
139,113,56,2,2025-08-25 19:32:30,Luxor
140,1943,98,5,2025-08-25 22:31:28,Cairo
141,1579,96,2,2025-08-23 20:29:12,Alexandria
142,1913,5,1,2025-08-24 11:22:32,Cairo
143,1505,5,1,2025-08-24 10:33:44,Alexandria
144,1678,53,5,2025-08-24 01:15:35,Giza
145,194,35,2,2025-08-24 19:09:52,Luxor
146,1742,63,1,2025-08-24 12:49:34,Giza
147,1582,14,5,2025-08-24 00:17:55,Giza
148,1564,37,3,2025-08-25 23:54:21,Aswan
149,1360,65,5,2025-08-26 06:58:40,Alexandria
150,1337,99,1,2025-08-23 23:30:42,Cairo
151,730,55,2,2025-08-24 04:42:35,Aswan
152,1990,95,2,2025-08-26 09:21:20,Luxor
153,1664,74,5,2025-08-24 18:13:30,Alexandria
154,1122,35,2,2025-08-25 23:50:37,Alexandria
155,1890,80,1,2025-08-24 09:29:41,Alexandria
156,1043,54,3,2025-08-26 05:41:26,Aswan
157,1760,84,3,2025-08-26 17:34:22,Luxor
158,1901,83,1,2025-08-24 13:18:21,Cairo
159,427,8,4,2025-08-25 19:48:38,Aswan
160,164,88,2,2025-08-25 17:44:16,Alexandria
161,373,66,2,2025-08-26 00:26:37,Cairo
