transaction_id,customer_id,product_id,quantity,transaction_date,branch
11001,978,8,1,2025-08-25 17:15:32,Aswan
11002,364,73,5,2025-08-24 05:34:44,Giza
11003,1465,8,1,2025-08-25 01:10:43,Luxor
11004,1441,37,2,2025-08-23 23:36:48,Aswan
11005,1294,8,5,2025-08-24 05:59:58,Giza
11006,468,3,5,2025-08-26 06:35:18,Aswan
11007,357,56,3,2025-08-25 10:14:05,Aswan
11008,927,100,2,2025-08-23 21:41:26,Giza
11009,1325,80,4,2025-08-26 06:09:46,Alexandria
11010,257,63,2,2025-08-24 23:06:40,Cairo
11011,1575,94,1,2025-08-24 03:52:20,Cairo
11012,1927,94,5,2025-08-24 09:07:11,Cairo
11013,496,31,2,2025-08-24 06:23:15,Alexandria
11014,1769,55,5,2025-08-24 00:13:09,Giza
11015,1730,45,3,2025-08-26 04:07:16,Alexandria
11016,1983,67,3,2025-08-25 08:57:24,Aswan
11017,24,47,4,2025-08-26 09:29:01,Luxor
11018,1642,62,5,2025-08-25 22:12:01,Cairo
11019,752,91,5,2025-08-25 18:36:06,Cairo
11020,1030,34,3,2025-08-26 04:29:29,Alexandria
11021,1722,10,4,2025-08-25 06:41:44,Aswan
11022,201,45,1,2025-08-24 17:04:21,Cairo
11023,693,63,5,2025-08-25 23:52:26,Cairo
11024,1156,70,2,2025-08-24 04:01:53,Cairo
11025,1722,30,1,2025-08-24 23:10:34,Aswan
11026,109,17,3,2025-08-26 13:34:13,Giza
11027,1472,73,5,2025-08-24 07:26:50,Alexandria
11028,1572,44,3,2025-08-25 22:21:25,Cairo
11029,315,54,3,2025-08-23 23:49:50,Luxor
11030,1549,37,3,2025-08-26 02:07:59,Cairo
11031,1765,87,2,2025-08-26 16:13:43,Aswan
11032,1006,34,5,2025-08-26 09:47:57,Luxor
11033,1332,11,5,2025-08-25 00:09:02,Cairo
11034,304,26,5,2025-08-24 00:18:01,Cairo
11035,145,2,4,2025-08-26 05:18:52,Aswan
11036,327,62,3,2025-08-25 07:38:41,Luxor
11037,1202,76,2,2025-08-26 09:37:30,Cairo
11038,813,86,3,2025-08-24 06:33:05,Giza
11039,1290,43,1,2025-08-24 04:58:50,Cairo
11040,925,64,2,2025-08-26 19:51:48,Cairo
11041,1166,42,5,2025-08-24 01:51:02,Alexandria
11042,454,48,3,2025-08-25 00:56:44,Giza
11043,984,35,5,2025-08-25 17:40:18,Luxor
11044,885,15,3,2025-08-26 16:55:52,Giza
11045,1852,62,3,2025-08-24 23:34:48,Luxor
11046,446,3,5,2025-08-24 05:59:41,Alexandria
11047,1316,88,1,2025-08-26 02:39:34,Alexandria
11048,1370,97,1,2025-08-24 09:46:21,Cairo
