transaction_id,customer_id,product_id,quantity,transaction_date,branch
6001,573,70,1,2025-08-25 16:49:37,Cairo
6002,1739,91,3,2025-08-25 16:53:40,Luxor
6003,1692,46,4,2025-08-26 16:36:29,Alexandria
6004,1880,7,4,2025-08-24 12:32:04,Luxor
6005,1569,13,1,2025-08-24 10:39:35,Alexandria
6006,1117,55,4,2025-08-24 11:17:27,Giza
6007,1387,29,2,2025-08-26 17:28:50,Cairo
6008,375,10,1,2025-08-25 19:36:50,Giza
6009,173,99,5,2025-08-25 00:01:16,Aswan
6010,1496,74,2,2025-08-25 18:48:26,Aswan
6011,589,87,5,2025-08-26 11:55:26,Giza
6012,950,17,2,2025-08-25 07:56:23,Cairo
6013,747,10,1,2025-08-24 18:14:23,Cairo
6014,952,93,5,2025-08-24 23:43:50,Aswan
6015,1129,38,2,2025-08-24 13:11:27,Alexandria
6016,1437,67,4,2025-08-25 05:13:11,Cairo
6017,1724,12,3,2025-08-24 23:09:13,Alexandria
6018,1429,91,4,2025-08-24 09:33:20,Giza
6019,1958,85,5,2025-08-24 17:06:08,Alexandria
6020,177,85,5,2025-08-25 23:39:32,Aswan
6021,1870,87,4,2025-08-26 10:37:31,Alexandria
6022,27,4,5,2025-08-26 03:58:17,Aswan
6023,527,56,3,2025-08-26 19:10:27,Aswan
6024,407,1,2,2025-08-24 22:33:07,Cairo
6025,1641,1,4,2025-08-25 03:56:10,Luxor
6026,1214,86,3,2025-08-23 21:05:02,Cairo
6027,923,22,1,2025-08-25 21:31:36,Cairo
6028,1435,81,5,2025-08-26 03:42:22,Aswan
6029,1433,67,5,2025-08-24 16:19:30,Alexandria
6030,800,74,3,2025-08-24 16:17:05,Aswan
6031,380,89,4,2025-08-25 19:35:04,Alexandria
6032,1413,68,1,2025-08-24 13:15:27,Cairo
6033,1479,42,5,2025-08-26 06:07:43,Aswan
6034,1952,35,4,2025-08-25 04:11:40,Aswan
6035,842,14,1,2025-08-25 10:47:58,Aswan
6036,760,58,4,2025-08-25 01:05:25,Luxor
6037,164,69,5,2025-08-23 21:12:05,Aswan
6038,793,46,2,2025-08-24 05:31:06,Cairo
6039,112,48,2,2025-08-24 23:45:20,Cairo
6040,339,82,1,2025-08-26 06:26:23,Cairo
6041,883,73,2,2025-08-26 10:22:40,Cairo
6042,1001,13,5,2025-08-24 08:03:00,Cairo
6043,1499,68,3,2025-08-24 13:27:48,Aswan
6044,411,93,3,2025-08-24 08:57:59,Alexandria
6045,265,83,5,2025-08-26 17:12:23,Luxor
6046,198,58,1,2025-08-26 16:15:37,Giza
6047,454,95,2,2025-08-26 05:57:46,Alexandria
6048,1421,28,5,2025-08-24 22:12:24,Cairo
6049,1624,55,2,2025-08-24 12:09:25,Alexandria
6050,913,59,3,2025-08-26 11:28:20,Alexandria
6051,1560,16,3,2025-08-25 11:54:54,Alexandria
6052,283,40,2,2025-08-24 02:49:47,Giza
6053,271,94,5,2025-08-25 20:47:33,Luxor
6054,466,45,5,2025-08-26 01:30:35,Giza
6055,1170,22,5,2025-08-24 14:31:25,Alexandria
6056,1623,84,5,2025-08-24 12:26:52,Luxor
6057,875,32,2,2025-08-25 07:10:22,Cairo
6058,123,19,5,2025-08-24 06:59:30,Cairo
6059,277,75,3,2025-08-25 03:49:43,Cairo
6060,1672,8,1,2025-08-26 00:38:14,Alexandria
6061,494,26,1,2025-08-25 11:33:29,Cairo
6062,1593,19,4,2025-08-24 01:37:53,Cairo
6063,1896,4,1,2025-08-26 17:28:20,Cairo
6064,936,75,5,2025-08-25 04:40:24,Luxor
6065,54,38,4,2025-08-25 15:27:37,Luxor
6066,112,19,4,2025-08-26 08:54:23,Giza
6067,1963,89,2,2025-08-24 04:39:40,Luxor
6068,1268,26,1,2025-08-26 02:52:13,Cairo
6069,32,64,4,2025-08-25 03:54:29,Aswan
6070,978,58,1,2025-08-24 19:00:57,Cairo
6071,784,54,3,2025-08-24 11:48:48,Giza
6072,137,32,1,2025-08-25 03:27:05,Luxor
6073,1197,27,2,2025-08-24 21:08:46,Cairo
6074,1940,44,5,2025-08-26 18:31:28,Giza
6075,1191,84,4,2025-08-24 22:31:51,Alexandria
6076,1081,21,4,2025-08-23 23:29:23,Luxor
6077,950,67,3,2025-08-26 17:14:49,Alexandria
6078,1462,96,3,2025-08-26 01:02:47,Giza
6079,1460,94,3,2025-08-26 14:32:52,Luxor
6080,44,93,2,2025-08-25 08:07:46,Aswan
6081,1210,5,2,2025-08-26 01:12:32,Alexandria
6082,80,55,4,2025-08-26 02:19:08,Luxor
6083,1996,4,2,2025-08-26 06:48:42,Aswan
6084,1450,51,2,2025-08-26 13:41:32,Alexandria
6085,1674,25,3,2025-08-25 12:15:37,Aswan
6086,1643,13,5,2025-08-25 22:23:54,Luxor
6087,948,40,3,2025-08-26 00:46:29,Aswan
6088,625,82,5,2025-08-24 05:19:31,Aswan
6089,831,10,3,2025-08-24 09:54:42,Cairo
6090,1041,62,1,2025-08-26 08:53:03,Cairo
6091,20,58,5,2025-08-26 09:13:54,Aswan
6092,320,24,4,2025-08-25 06:35:21,Aswan
6093,1511,61,5,2025-08-25 08:39:36,Luxor
6094,678,88,3,2025-08-24 22:19:14,Luxor
6095,1862,100,2,2025-08-25 06:54:48,Alexandria
6096,567,67,4,2025-08-25 01:40:22,Giza
6097,816,10,5,2025-08-25 12:36:04,Luxor
6098,1935,37,3,2025-08-26 06:55:52,Cairo
6099,1419,53,4,2025-08-24 00:04:50,Giza
6100,80,12,1,2025-08-25 08:15:02,Giza
6101,878,78,3,2025-08-26 02:35:55,Alexandria
6102,940,19,5,2025-08-26 07:54:23,Luxor
6103,1596,65,4,2025-08-26 18:57:00,Alexandria
6104,1260,26,5,2025-08-26 19:03:55,Cairo
6105,741,2,4,2025-08-24 18:30:48,Luxor
6106,346,56,2,2025-08-24 16:19:27,Giza
6107,144,54,2,2025-08-25 10:41:52,Luxor
6108,1084,82,2,2025-08-24 08:47:30,Luxor
6109,384,26,5,2025-08-24 22:58:39,Giza
6110,1686,47,3,2025-08-24 13:30:24,Giza
6111,856,44,5,2025-08-26 06:42:51,Giza
6112,359,10,4,2025-08-26 16:27:21,Luxor
6113,929,56,4,2025-08-26 11:49:31,Cairo
6114,1932,52,3,2025-08-24 19:20:00,Giza
6115,462,88,1,2025-08-24 12:06:41,Aswan
6116,1380,78,2,2025-08-26 12:26:35,Alexandria
6117,1867,69,4,2025-08-24 05:18:44,Cairo
6118,409,75,1,2025-08-24 12:57:44,Giza
6119,1469,20,4,2025-08-24 23:14:28,Alexandria
6120,1326,86,4,2025-08-24 22:14:42,Cairo
6121,762,88,4,2025-08-26 15:40:05,Giza
6122,1513,24,3,2025-08-23 23:37:45,Alexandria
6123,1828,71,4,2025-08-24 22:52:24,Luxor
6124,58,16,3,2025-08-24 13:47:58,Aswan
6125,1914,9,5,2025-08-25 00:28:44,Alexandria
6126,184,46,4,2025-08-25 07:08:37,Giza
6127,1460,89,4,2025-08-25 21:27:01,Alexandria
6128,418,25,2,2025-08-26 13:07:50,Luxor
6129,1408,11,5,2025-08-26 00:29:07,Giza
6130,49,44,4,2025-08-24 21:54:52,Luxor
6131,1950,88,2,2025-08-25 21:39:10,Alexandria
6132,1436,57,5,2025-08-25 03:23:37,Giza
6133,1925,92,5,2025-08-24 13:28:29,Giza
6134,1574,24,3,2025-08-25 21:23:17,Aswan
6135,374,54,3,2025-08-24 11:22:32,Aswan
6136,135,40,3,2025-08-25 09:07:31,Giza
6137,1812,59,5,2025-08-25 11:52:54,Aswan
6138,431,94,4,2025-08-24 19:50:39,Giza
6139,45,77,1,2025-08-25 17:43:00,Giza
6140,1334,74,1,2025-08-25 13:34:26,Giza
6141,1471,82,2,2025-08-23 23:07:56,Cairo
6142,1641,97,3,2025-08-26 09:47:28,Giza
6143,1640,67,2,2025-08-26 18:16:11,Aswan
6144,1348,14,4,2025-08-26 10:09:42,Alexandria
6145,527,1,3,2025-08-26 16:12:34,Cairo
6146,1479,96,3,2025-08-24 15:07:59,Luxor
6147,222,29,3,2025-08-24 01:58:59,Cairo
6148,1080,28,4,2025-08-24 18:04:27,Giza
6149,1177,47,3,2025-08-26 00:57:26,Giza
6150,1962,48,5,2025-08-24 16:15:33,Alexandria
6151,665,55,4,2025-08-24 18:38:22,Cairo
6152,1132,93,2,2025-08-26 08:02:12,Luxor
6153,1634,94,1,2025-08-24 06:48:53,Giza
6154,1106,22,2,2025-08-25 08:49:52,Luxor
6155,336,18,2,2025-08-25 10:17:10,Aswan
6156,792,100,5,2025-08-26 14:12:01,Luxor
6157,439,71,2,2025-08-25 07:30:24,Alexandria
6158,1344,24,4,2025-08-26 15:23:14,Alexandria
6159,1126,86,4,2025-08-25 05:16:44,Cairo
6160,1553,44,1,2025-08-26 01:33:27,Alexandria
6161,606,18,1,2025-08-25 22:55:55,Cairo
6162,325,33,1,2025-08-25 09:06:43,Alexandria
6163,1259,16,5,2025-08-25 04:52:33,Aswan
6164,915,33,2,2025-08-24 07:01:07,Alexandria
6165,523,10,1,2025-08-25 10:31:04,Giza
