transaction_id,customer_id,product_id,quantity,transaction_date,branch
1001,1690,56,2,2025-08-25 20:11:33,Luxor
1002,1097,9,2,2025-08-24 04:48:13,Cairo
1003,720,5,5,2025-08-26 08:24:38,Luxor
1004,1269,31,1,2025-08-24 22:09:37,Alexandria
1005,1905,13,4,2025-08-26 19:15:39,Luxor
1006,260,91,2,2025-08-26 03:15:36,Cairo
1007,350,63,3,2025-08-24 09:59:07,Cairo
1008,1594,88,2,2025-08-26 12:23:26,Giza
1009,1223,54,3,2025-08-26 13:59:15,Alexandria
1010,1138,56,2,2025-08-24 14:22:39,Cairo
1011,673,22,1,2025-08-24 10:53:24,Aswan
1012,1795,15,4,2025-08-26 03:52:53,Alexandria
1013,1592,18,4,2025-08-26 10:54:43,Luxor
1014,1135,27,5,2025-08-25 19:40:06,Luxor
1015,63,40,3,2025-08-26 12:48:55,Luxor
1016,1781,100,1,2025-08-26 04:58:48,Luxor
1017,1341,69,4,2025-08-25 05:05:27,Cairo
1018,1709,82,5,2025-08-26 00:26:02,Aswan
1019,1931,83,4,2025-08-25 05:52:52,Aswan
1020,1667,92,1,2025-08-24 21:36:53,Cairo
1021,948,65,1,2025-08-25 10:51:45,Giza
1022,556,22,4,2025-08-25 11:50:00,Alexandria
1023,1192,44,4,2025-08-23 22:22:42,Giza
1024,785,43,4,2025-08-25 01:45:53,Alexandria
1025,746,29,4,2025-08-24 16:39:08,Aswan
1026,1384,75,2,2025-08-24 03:36:58,Luxor
1027,1070,98,1,2025-08-26 00:55:21,Giza
1028,1841,25,4,2025-08-26 11:02:36,Giza
1029,817,80,4,2025-08-24 15:32:09,Giza
1030,396,22,1,2025-08-24 01:17:44,Alexandria
1031,1296,22,2,2025-08-25 20:23:41,Alexandria
1032,1417,9,4,2025-08-24 10:07:46,Luxor
1033,69,70,4,2025-08-25 20:14:44,Giza
1034,1994,98,3,2025-08-24 05:22:29,Giza
1035,23,48,4,2025-08-25 21:07:46,Alexandria
1036,854,90,4,2025-08-25 03:51:27,Giza
1037,381,27,5,2025-08-24 22:58:51,Cairo
1038,93,95,2,2025-08-24 17:11:20,Alexandria
1039,900,60,1,2025-08-25 01:46:39,Luxor
1040,1665,83,1,2025-08-26 03:52:25,Aswan
1041,191,6,3,2025-08-24 05:02:05,Giza
1042,428,67,4,2025-08-26 05:28:43,Giza
1043,1807,38,5,2025-08-25 22:22:47,Alexandria
1044,1841,65,4,2025-08-25 13:16:39,Alexandria
1045,1651,72,1,2025-08-25 19:42:20,Cairo
1046,1636,26,5,2025-08-25 13:48:48,Luxor
1047,1385,16,3,2025-08-26 13:25:56,Giza
1048,1413,76,2,2025-08-25 09:24:26,Aswan
1049,1153,72,2,2025-08-24 01:02:13,Alexandria
1050,1104,10,1,2025-08-26 14:31:41,Giza
1051,1027,85,1,2025-08-24 04:46:35,Aswan
1052,640,56,4,2025-08-25 08:10:00,Luxor
1053,787,39,5,2025-08-25 04:31:47,Giza
1054,1704,75,5,2025-08-25 07:19:03,Aswan
1055,1273,37,3,2025-08-26 07:43:51,Cairo
1056,1774,87,4,2025-08-25 08:05:36,Alexandria
1057,976,17,2,2025-08-25 02:49:31,Alexandria
1058,571,82,5,2025-08-26 08:20:03,Alexandria
1059,495,72,3,2025-08-23 23:01:36,Aswan
1060,1248,81,3,2025-08-24 16:47:52,Alexandria
1061,471,97,5,2025-08-26 10:26:37,Luxor
1062,318,92,4,2025-08-24 13:52:25,Alexandria
1063,192,69,1,2025-08-25 12:30:40,Cairo
1064,551,5,4,2025-08-24 07:16:10,Giza
1065,1155,2,4,2025-08-25 02:55:00,Alexandria
