transaction_id,customer_id,product_id,quantity,transaction_date,branch
15001,1848,7,4,2025-08-27 18:00:53,Luxor
15002,301,24,5,2025-08-27 06:14:15,Cairo
15003,337,32,3,2025-08-27 09:04:40,Cairo
15004,589,14,1,2025-08-27 14:35:08,Cairo
15005,375,36,3,2025-08-27 04:15:02,Alexandria
15006,1516,31,5,2025-08-27 00:07:08,Luxor
15007,98,11,3,2025-08-27 13:20:51,Giza
15008,1396,82,4,2025-08-27 06:10:04,Luxor
15009,984,52,1,2025-08-27 10:30:46,Alexandria
15010,187,38,4,2025-08-26 22:04:06,Giza
15011,584,2,3,2025-08-26 23:02:03,Aswan
15012,1780,73,1,2025-08-27 02:11:46,Cairo
15013,75,90,5,2025-08-27 16:14:10,Cairo
15014,1829,44,3,2025-08-27 15:05:50,Luxor
15015,119,1,2,2025-08-27 12:10:22,Cairo
15016,1489,79,1,2025-08-26 23:14:12,Aswan
15017,1116,72,3,2025-08-27 05:21:30,Alexandria
15018,233,64,4,2025-08-27 06:13:29,Alexandria
15019,640,5,5,2025-08-27 12:07:12,Cairo
15020,1198,17,5,2025-08-27 01:03:52,Aswan
15021,408,33,5,2025-08-26 22:49:17,Giza
15022,1085,89,5,2025-08-27 14:23:54,Cairo
15023,529,25,1,2025-08-27 12:53:11,Alexandria
15024,1169,5,5,2025-08-26 22:09:27,Alexandria
15025,541,19,2,2025-08-26 20:19:15,Luxor
15026,1792,3,2,2025-08-26 20:42:16,Giza
15027,651,3,1,2025-08-27 07:36:44,Cairo
15028,658,96,3,2025-08-27 07:08:52,Aswan
15029,1589,2,4,2025-08-27 16:42:51,Giza
15030,1465,72,4,2025-08-26 20:32:45,Giza
15031,1956,23,5,2025-08-27 12:46:48,Cairo
15032,813,60,4,2025-08-26 23:12:36,Giza
15033,1482,52,1,2025-08-27 16:27:36,Luxor
15034,1458,17,3,2025-08-27 09:25:42,Giza
15035,1047,31,3,2025-08-27 07:59:05,Alexandria
