transaction_id,customer_id,product_id,quantity,transaction_date,branch
12001,499,75,5,2025-08-27 15:50:14,Luxor
12002,1668,53,1,2025-08-27 12:19:22,Luxor
12003,335,3,5,2025-08-27 11:59:20,Cairo
12004,1998,6,3,2025-08-27 17:19:41,Cairo
12005,230,18,2,2025-08-27 09:20:27,Aswan
12006,772,97,1,2025-08-27 12:19:14,Giza
12007,401,54,3,2025-08-27 07:46:37,Luxor
12008,1454,69,3,2025-08-26 22:03:59,Giza
12009,1596,97,4,2025-08-27 08:26:21,Alexandria
12010,935,54,1,2025-08-27 19:42:27,Cairo
12011,1314,15,2,2025-08-27 05:02:37,Luxor
12012,525,56,5,2025-08-27 10:11:02,Cairo
12013,879,7,2,2025-08-27 16:03:36,Giza
12014,1923,69,2,2025-08-27 00:52:32,Luxor
12015,592,20,5,2025-08-26 23:39:36,Luxor
12016,216,83,3,2025-08-27 05:15:46,Luxor
12017,46,94,2,2025-08-27 03:47:41,Luxor
12018,1074,53,5,2025-08-27 03:17:12,Alexandria
12019,863,62,1,2025-08-27 18:37:07,Cairo
12020,814,99,4,2025-08-27 05:47:47,Aswan
12021,1919,5,3,2025-08-27 12:23:32,Alexandria
12022,1196,54,5,2025-08-26 20:00:51,Alexandria
12023,1700,24,4,2025-08-27 10:03:33,Aswan
12024,1419,28,1,2025-08-27 12:38:32,Luxor
12025,486,83,5,2025-08-27 10:33:19,Alexandria
12026,1637,11,5,2025-08-27 13:39:10,Giza
12027,1958,58,4,2025-08-27 00:03:19,Giza
12028,1539,93,4,2025-08-26 23:41:28,Giza
12029,14,34,2,2025-08-26 20:55:15,Alexandria
12030,870,67,2,2025-08-27 18:24:50,Luxor
12031,867,44,1,2025-08-27 14:53:06,Luxor
12032,405,42,3,2025-08-27 18:37:33,Cairo
12033,1917,25,1,2025-08-27 13:29:07,Luxor
12034,135,8,5,2025-08-27 06:36:24,Luxor
12035,1877,98,2,2025-08-27 19:22:23,Luxor
12036,97,72,1,2025-08-27 17:32:52,Cairo
12037,212,1,1,2025-08-26 20:53:34,Alexandria
12038,1738,45,4,2025-08-27 17:26:20,Luxor
12039,1322,78,3,2025-08-27 17:09:25,Giza
12040,241,73,3,2025-08-27 07:49:15,Giza
12041,1246,97,2,2025-08-27 01:45:14,Alexandria
12042,165,96,3,2025-08-26 23:54:23,Giza
12043,1001,6,2,2025-08-27 12:57:02,Alexandria
12044,306,85,5,2025-08-27 05:05:05,Alexandria
12045,1670,44,1,2025-08-27 17:41:15,Giza
12046,1812,83,4,2025-08-26 20:29:12,Aswan
12047,397,98,1,2025-08-27 03:35:47,Giza
12048,42,46,2,2025-08-26 20:37:11,Cairo
12049,732,34,4,2025-08-26 21:44:21,Alexandria
12050,381,55,3,2025-08-27 13:35:40,Aswan
12051,1839,60,5,2025-08-27 18:41:54,Cairo
12052,167,41,5,2025-08-26 23:54:57,Giza
12053,1273,74,3,2025-08-27 18:50:29,Alexandria
12054,980,55,2,2025-08-27 18:52:26,Luxor
12055,1737,86,2,2025-08-27 06:26:02,Cairo
12056,85,83,2,2025-08-26 22:17:57,Giza
12057,1610,84,1,2025-08-27 04:32:53,Giza
12058,131,72,4,2025-08-27 04:17:56,Luxor
12059,1175,8,2,2025-08-26 22:45:52,Cairo
12060,962,31,2,2025-08-27 03:02:23,Cairo
12061,1730,19,1,2025-08-27 02:42:07,Alexandria
12062,1782,48,5,2025-08-27 05:22:34,Cairo
12063,124,85,3,2025-08-27 05:35:54,Luxor
12064,1144,82,3,2025-08-27 10:58:23,Aswan
12065,753,17,3,2025-08-27 11:50:34,Luxor
12066,1634,46,4,2025-08-27 17:47:00,Luxor
12067,1467,55,2,2025-08-27 14:19:41,Cairo
12068,858,20,2,2025-08-27 03:53:32,Cairo
12069,339,82,5,2025-08-27 14:10:07,Aswan
12070,459,1,2,2025-08-27 05:31:56,Aswan
12071,737,17,1,2025-08-27 05:23:37,Cairo
12072,869,5,5,2025-08-27 19:12:44,Giza
12073,123,24,4,2025-08-27 08:36:55,Luxor
12074,1599,8,1,2025-08-27 04:38:07,Alexandria
12075,1430,63,2,2025-08-27 17:19:01,Alexandria
12076,597,70,5,2025-08-27 00:17:25,Luxor
12077,658,41,5,2025-08-27 19:11:48,Giza
12078,1104,16,3,2025-08-27 11:37:14,Alexandria
12079,745,8,5,2025-08-27 10:53:28,Giza
12080,1626,46,1,2025-08-27 06:02:37,Cairo
12081,392,86,4,2025-08-27 10:01:12,Cairo
12082,75,76,3,2025-08-27 14:38:37,Luxor
12083,356,52,5,2025-08-27 02:10:23,Aswan
12084,647,58,5,2025-08-27 00:45:59,Alexandria
12085,1638,55,2,2025-08-27 05:40:16,Cairo
12086,1867,27,1,2025-08-27 11:58:29,Giza
12087,1693,93,1,2025-08-27 15:12:19,Giza
12088,1527,13,5,2025-08-27 16:32:04,Alexandria
12089,1726,60,4,2025-08-26 23:08:53,Cairo
12090,1970,52,4,2025-08-27 16:56:43,Alexandria
12091,750,22,1,2025-08-27 04:43:02,Giza
12092,462,75,3,2025-08-27 14:19:28,Luxor
12093,152,70,4,2025-08-27 00:11:24,Alexandria
12094,1888,99,2,2025-08-27 11:36:23,Luxor
12095,1042,97,5,2025-08-27 05:08:44,Cairo
12096,582,94,1,2025-08-26 20:31:49,Aswan
12097,1299,83,4,2025-08-26 20:58:51,Aswan
12098,1693,66,1,2025-08-27 18:47:35,Giza
12099,1578,67,3,2025-08-26 22:19:23,Aswan
12100,959,36,3,2025-08-27 12:23:22,Aswan
12101,1137,64,4,2025-08-27 04:30:41,Alexandria
12102,1245,21,2,2025-08-27 11:42:14,Cairo
12103,1740,90,3,2025-08-27 09:47:55,Aswan
12104,669,40,5,2025-08-27 18:54:02,Aswan
12105,1554,18,5,2025-08-27 19:06:34,Giza
12106,408,17,5,2025-08-27 13:00:26,Aswan
12107,897,90,2,2025-08-27 16:39:09,Giza
12108,44,61,4,2025-08-27 03:59:25,Aswan
12109,1825,4,5,2025-08-27 04:58:20,Cairo
12110,1050,55,4,2025-08-27 17:50:02,Giza
12111,417,16,1,2025-08-27 00:14:53,Giza
12112,309,68,3,2025-08-27 07:19:08,Giza
12113,947,44,3,2025-08-27 05:22:27,Cairo
12114,1777,65,1,2025-08-26 23:56:36,Giza
12115,1622,66,1,2025-08-27 01:51:22,Cairo
