transaction_id,customer_id,product_id,quantity,transaction_date,branch
4001,1631,2,5,2025-08-25 22:26:25,Luxor
4002,703,72,3,2025-08-24 01:26:36,Luxor
4003,1358,40,1,2025-08-25 16:45:48,Alexandria
4004,570,24,4,2025-08-26 18:56:37,Aswan
4005,929,12,3,2025-08-25 15:05:44,Aswan
4006,1358,84,1,2025-08-25 04:28:02,Aswan
4007,1476,31,4,2025-08-26 05:31:47,Alexandria
4008,1705,44,3,2025-08-25 02:02:45,Aswan
4009,332,92,4,2025-08-24 09:39:50,Cairo
4010,1844,80,3,2025-08-23 23:12:51,Giza
4011,685,78,4,2025-08-23 22:15:11,Alexandria
4012,172,82,1,2025-08-25 05:50:06,Cairo
4013,242,87,3,2025-08-25 04:13:39,Giza
4014,893,96,1,2025-08-25 23:39:02,Aswan
4015,1963,59,3,2025-08-24 08:28:14,Giza
4016,543,66,3,2025-08-24 05:59:34,Cairo
4017,1329,76,4,2025-08-26 12:19:41,Giza
4018,1488,14,5,2025-08-24 17:53:37,Cairo
4019,1508,44,4,2025-08-25 11:51:20,Alexandria
4020,1702,33,1,2025-08-23 22:57:27,Luxor
4021,623,74,2,2025-08-24 04:52:45,Aswan
4022,209,24,4,2025-08-25 23:47:52,Luxor
4023,1091,14,4,2025-08-24 09:07:50,Cairo
4024,1947,30,3,2025-08-25 20:08:17,Alexandria
4025,1598,98,5,2025-08-26 15:55:30,Cairo
4026,1412,51,3,2025-08-26 10:51:22,Luxor
4027,1431,4,1,2025-08-24 19:34:03,Alexandria
4028,1071,19,1,2025-08-24 09:57:03,Cairo
4029,1156,36,4,2025-08-24 15:05:19,Aswan
4030,1103,59,4,2025-08-25 19:32:16,Aswan
4031,712,67,3,2025-08-24 06:41:33,Alexandria
4032,1679,98,1,2025-08-24 16:01:21,Aswan
4033,1614,54,1,2025-08-26 15:13:06,Giza
4034,674,63,5,2025-08-24 07:45:20,Alexandria
4035,1261,11,4,2025-08-25 05:01:19,Aswan
4036,699,20,4,2025-08-25 12:32:49,Aswan
4037,1485,10,4,2025-08-26 00:54:35,Luxor
4038,578,28,5,2025-08-24 12:55:36,Cairo
4039,447,83,5,2025-08-25 18:37:18,Luxor
4040,1286,36,3,2025-08-24 22:21:01,Aswan
4041,373,93,3,2025-08-26 03:46:22,Giza
4042,243,30,1,2025-08-25 20:18:01,Giza
4043,1977,42,1,2025-08-25 12:47:12,Luxor
4044,1547,70,4,2025-08-26 06:36:26,Luxor
4045,932,90,2,2025-08-25 15:47:48,Cairo
4046,1334,13,3,2025-08-24 18:02:06,Giza
4047,1723,1,2,2025-08-25 17:25:38,Aswan
4048,568,76,3,2025-08-23 21:25:06,Giza
4049,552,89,4,2025-08-24 22:54:40,Aswan
4050,860,3,1,2025-08-26 13:46:58,Aswan
4051,1068,19,4,2025-08-26 02:12:48,Aswan
4052,1744,100,4,2025-08-25 21:57:13,Giza
4053,1305,88,5,2025-08-25 20:12:51,Luxor
4054,1459,8,5,2025-08-24 03:51:27,Alexandria
4055,536,35,4,2025-08-25 11:29:53,Aswan
